time,x,y,ref_x,ref_y,err_y,phi_cmd
3243.9399,31.5028,5.2908,31.4000,5.0252,0.2756,-0.0519
3243.9599,31.5531,5.2844,31.6000,5.0020,0.2751,-0.0565
3243.9799,31.6035,5.2780,31.6000,5.0020,0.2746,-0.0566
3243.9999,31.6538,5.2715,31.6000,5.0020,0.2740,-0.0565
3244.0399,31.7544,5.2585,31.8000,4.9783,0.2728,-0.0505
3244.0599,31.8048,5.2519,31.8000,4.9783,0.2723,-0.0558
3244.0999,31.9054,5.2387,31.8000,4.9783,0.2711,-0.0499
3244.1199,31.9557,5.2320,32.0000,4.9542,0.2705,-0.0551
3244.1599,32.0564,5.2186,32.0000,4.9542,0.2693,-0.0497
3244.1799,32.1067,5.2119,32.0000,4.9542,0.2687,-0.0543
3244.1999,32.1570,5.2051,32.2000,4.9297,0.2680,-0.0543
3244.2399,32.2577,5.1914,32.2000,4.9297,0.2668,-0.0489
3244.2599,32.3080,5.1845,32.2000,4.9297,0.2662,-0.0535
3244.2999,32.4086,5.1706,32.4000,4.9047,0.2649,-0.0480
3244.3199,32.4589,5.1636,32.4000,4.9047,0.2643,-0.0533
3244.3599,32.5596,5.1496,32.6000,4.8793,0.2629,-0.0469
3244.3799,32.6099,5.1425,32.6000,4.8793,0.2623,-0.0529
3244.4199,32.7105,5.1283,32.6000,4.8793,0.2610,-0.0463
3244.4399,32.7608,5.1211,32.8000,4.8535,0.2603,-0.0521
3244.4799,32.8614,5.1067,32.8000,4.8535,0.2589,-0.0460
3244.5199,32.9117,5.0994,32.8000,4.8535,0.2582,-0.0513
3244.5399,33.0123,5.0848,33.0000,4.8273,0.2569,-0.0453
3244.5799,33.1129,5.0701,33.0000,4.8273,0.2555,-0.0447
3244.5999,33.1632,5.0627,33.2000,4.8007,0.2548,-0.0512
3244.6399,33.2637,5.0480,33.2000,4.8007,0.2535,-0.0452
3244.6599,33.3140,5.0405,33.2000,4.8007,0.2528,-0.0500
3244.6999,33.4145,5.0255,33.4000,4.7737,0.2514,-0.0439
3244.7199,33.4647,5.0179,33.4000,4.7737,0.2507,-0.0496
3244.7599,33.5150,5.0103,33.4000,4.7737,0.2499,-0.0490
3244.7799,33.6154,4.9950,33.6000,4.7463,0.2485,-0.0429
3244.8199,33.7159,4.9796,33.6000,4.7463,0.2470,-0.0413
3244.8399,33.7661,4.9719,33.8000,4.7185,0.2462,-0.0487
3244.8799,33.8164,4.9641,33.8000,4.7185,0.2455,-0.0487
3244.8999,33.9168,4.9486,33.8000,4.7185,0.2441,-0.0414
3244.9399,34.0171,4.9328,34.0000,4.6903,0.2425,-0.0406
3244.9599,34.0673,4.9250,34.0000,4.6903,0.2418,-0.0475
3244.9999,34.1175,4.9171,34.0000,4.6903,0.2410,-0.0472
3245.0199,34.2178,4.9012,34.2000,4.6618,0.2396,-0.0406
3245.0399,34.2680,4.8932,34.2000,4.6618,0.2388,-0.0464
3245.0799,34.3683,4.8772,34.4000,4.6328,0.2372,-0.0390
3245.0999,34.4184,4.8691,34.4000,4.6328,0.2364,-0.0460
3245.1399,34.5186,4.8528,34.4000,4.6328,0.2348,-0.0381
3245.1599,34.5687,4.8447,34.6000,4.6035,0.2340,-0.0453
3245.1999,34.6689,4.8283,34.6000,4.6035,0.2324,-0.0379
3245.2199,34.7190,4.8201,34.6000,4.6035,0.2316,-0.0443
3245.2599,34.8191,4.8035,34.8000,4.5739,0.2300,-0.0373
3245.2799,34.8691,4.7952,34.8000,4.5739,0.2292,-0.0439
3245.3199,34.9692,4.7786,35.0000,4.5438,0.2275,-0.0362
3245.3399,35.0192,4.7702,35.0000,4.5438,0.2267,-0.0435
3245.3799,35.1193,4.7534,35.0000,4.5438,0.2250,-0.0353
3245.3999,35.1693,4.7449,35.2000,4.5135,0.2242,-0.0429
3245.4399,35.2693,4.7280,35.2000,4.5135,0.2225,-0.0350
3245.4599,35.3193,4.7195,35.2000,4.5135,0.2216,-0.0419
3245.4999,35.4193,4.7024,35.4000,4.4828,0.2200,-0.0344
3245.5199,35.4692,4.6938,35.4000,4.4828,0.2191,-0.0415
3245.5599,35.5692,4.6766,35.6000,4.4517,0.2174,-0.0333
3245.5999,35.6192,4.6680,35.6000,4.4517,0.2166,-0.0416
3245.6199,35.7191,4.6507,35.6000,4.4517,0.2149,-0.0331
3245.6599,35.7691,4.6420,35.8000,4.4203,0.2142,-0.0412
3245.6799,35.8690,4.6246,35.8000,4.4203,0.2125,-0.0332
3245.7199,35.9189,4.6159,35.8000,4.4203,0.2117,-0.0403
3245.7399,36.0188,4.5984,36.0000,4.3886,0.2101,-0.0327
3245.7599,36.0687,4.5896,36.0000,4.3886,0.2093,-0.0399
3245.7999,36.1686,4.5720,36.2000,4.3566,0.2077,-0.0319
3245.8199,36.2185,4.5631,36.2000,4.3566,0.2069,-0.0390
3245.8599,36.3184,4.5453,36.2000,4.3566,0.2051,-0.0307
3245.8799,36.3683,4.5364,36.4000,4.3243,0.2043,-0.0382
3245.9199,36.4681,4.5184,36.4000,4.3243,0.2026,-0.0301
3245.9399,36.5180,4.5094,36.4000,4.3243,0.2017,-0.0373
3245.9799,36.6178,4.4913,36.6000,4.2916,0.1999,-0.0296
3245.9999,36.6678,4.4822,36.6000,4.2916,0.1991,-0.0369
3246.0399,36.7676,4.4640,36.8000,4.2587,0.1973,-0.0286
3246.0599,36.8175,4.4549,36.8000,4.2587,0.1964,-0.0364
3246.0999,36.9173,4.4366,36.8000,4.2587,0.1947,-0.0279
3246.1199,36.9672,4.4274,37.0000,4.2254,0.1938,-0.0358
3246.1599,37.0671,4.4089,37.0000,4.2254,0.1921,-0.0275
3246.1799,37.1170,4.3997,37.0000,4.2254,0.1911,-0.0349
3246.2199,37.2168,4.3811,37.2000,4.1919,0.1894,-0.0271
3246.2399,37.2667,4.3718,37.2000,4.1919,0.1885,-0.0345
3246.2799,37.3666,4.3532,37.4000,4.1581,0.1868,-0.0261
3246.2999,37.4165,4.3438,37.4000,4.1581,0.1859,-0.0340
3246.3399,37.5163,4.3251,37.4000,4.1581,0.1841,-0.0254
3246.3599,37.5662,4.3157,37.6000,4.1240,0.1832,-0.0335
3246.3999,37.6661,4.2968,37.6000,4.1240,0.1815,-0.0252
3246.4199,37.7160,4.2873,37.6000,4.1240,0.1806,-0.0326
3246.4599,37.8158,4.2684,37.8000,4.0896,0.1788,-0.0246
3246.4799,37.8657,4.2589,37.8000,4.0896,0.1779,-0.0321
3246.5199,37.9655,4.2398,38.0000,4.0550,0.1761,-0.0237
3246.5399,38.0154,4.2303,38.0000,4.0550,0.1753,-0.0317
3246.5799,38.1153,4.2111,38.0000,4.0550,0.1735,-0.0230
3246.6199,38.2151,4.1918,38.2000,4.0202,0.1717,-0.0226
3246.6399,38.2650,4.1822,38.2000,4.0202,0.1708,-0.0308
3246.6799,38.3648,4.1630,38.4000,3.9851,0.1692,-0.0232
3246.6999,38.4147,4.1534,38.4000,3.9851,0.1683,-0.0304
3246.7399,38.5145,4.1340,38.4000,3.9851,0.1666,-0.0220
3246.7599,38.5644,4.1243,38.6000,3.9497,0.1657,-0.0297
3246.7999,38.6641,4.1048,38.6000,3.9497,0.1640,-0.0214
3246.8199,38.7140,4.0951,38.6000,3.9497,0.1631,-0.0288
3246.8599,38.8138,4.0755,38.8000,3.9141,0.1613,-0.0208
3246.8799,38.8636,4.0657,38.8000,3.9141,0.1604,-0.0284
3246.9199,38.9633,4.0461,39.0000,3.8783,0.1587,-0.0200
3246.9399,39.0132,4.0363,39.0000,3.8783,0.1578,-0.0278
3246.9799,39.1129,4.0165,39.0000,3.8783,0.1560,-0.0192
3246.9999,39.1627,4.0066,39.2000,3.8423,0.1551,-0.0272
3247.0399,39.2624,3.9868,39.2000,3.8423,0.1534,-0.0189
3247.0599,39.3122,3.9769,39.2000,3.8423,0.1525,-0.0265
3247.0999,39.4118,3.9571,39.4000,3.8060,0.1507,-0.0184
3247.1199,39.4616,3.9471,39.4000,3.8060,0.1498,-0.0260
3247.1599,39.5612,3.9272,39.6000,3.7696,0.1481,-0.0176
3247.1799,39.6110,3.9172,39.6000,3.7696,0.1472,-0.0255
3247.2199,39.7106,3.8972,39.6000,3.7696,0.1454,-0.0170
3247.2599,39.7603,3.8872,39.8000,3.7329,0.1445,-0.0249
3247.2799,39.8598,3.8671,39.8000,3.7329,0.1428,-0.0164
3247.2999,39.9096,3.8571,39.8000,3.7329,0.1419,-0.0247
3247.3399,40.0091,3.8370,40.0000,3.6961,0.1402,-0.0166
3247.3599,40.0588,3.8269,40.0000,3.6961,0.1394,-0.0239
3247.3999,40.1583,3.8068,40.2000,3.6590,0.1376,-0.0156
3247.4199,40.2080,3.7967,40.2000,3.6590,0.1368,-0.0233
3247.4599,40.3074,3.7764,40.2000,3.6590,0.1350,-0.0148
3247.4799,40.3571,3.7663,40.4000,3.6218,0.1341,-0.0226
3247.5199,40.4565,3.7460,40.4000,3.6218,0.1324,-0.0144
3247.5399,40.5062,3.7358,40.4000,3.6218,0.1315,-0.0219
3247.5799,40.6055,3.7154,40.6000,3.5845,0.1297,-0.0139
3247.5999,40.6552,3.7052,40.6000,3.5845,0.1289,-0.0215
3247.6399,40.7546,3.6848,40.8000,3.5469,0.1271,-0.0132
3247.6599,40.8042,3.6746,40.8000,3.5469,0.1262,-0.0210
3247.6999,40.9036,3.6541,40.8000,3.5469,0.1245,-0.0126
3247.7199,40.9532,3.6439,41.0000,3.5092,0.1236,-0.0204
3247.7599,41.0525,3.6234,41.0000,3.5092,0.1219,-0.0122
3247.7799,41.1022,3.6131,41.0000,3.5092,0.1210,-0.0197
3247.8199,41.2015,3.5925,41.2000,3.4714,0.1193,-0.0117
3247.8399,41.2512,3.5822,41.2000,3.4714,0.1184,-0.0192
3247.8799,41.3505,3.5616,41.4000,3.4334,0.1167,-0.0110
3247.8999,41.4001,3.5513,41.4000,3.4334,0.1158,-0.0188
3247.9399,41.4994,3.5306,41.4000,3.4334,0.1141,-0.0105
3247.9599,41.5491,3.5203,41.6000,3.3953,0.1132,-0.0182
3247.9999,41.6484,3.4996,41.6000,3.3953,0.1115,-0.0101
3248.0199,41.6980,3.4893,41.6000,3.3953,0.1106,-0.0175
3248.0599,41.7973,3.4685,41.8000,3.3571,0.1089,-0.0096
3248.0799,41.8470,3.4581,41.8000,3.3571,0.1081,-0.0171
3248.1199,41.9463,3.4373,42.0000,3.3187,0.1063,-0.0089
3248.1399,41.9960,3.4269,42.0000,3.3187,0.1055,-0.0166
3248.1799,42.0953,3.4061,42.0000,3.3187,0.1038,-0.0084
3248.1999,42.1450,3.3957,42.2000,3.2803,0.1029,-0.0160
3248.2399,42.2443,3.3749,42.2000,3.2803,0.1013,-0.0081
3248.2599,42.2940,3.3644,42.2000,3.2803,0.1004,-0.0154
3248.2999,42.3934,3.3435,42.4000,3.2417,0.0987,-0.0076
3248.3199,42.4431,3.3331,42.4000,3.2417,0.0979,-0.0150
3248.3599,42.5424,3.3122,42.6000,3.2031,0.0962,-0.0070
3248.3799,42.5921,3.3017,42.6000,3.2031,0.0954,-0.0145
3248.4199,42.6915,3.2808,42.6000,3.2031,0.0937,-0.0065
3248.4399,42.7412,3.2703,42.8000,3.1643,0.0928,-0.0139
3248.4799,42.7909,3.2598,42.8000,3.1643,0.0920,-0.0134
3248.4999,42.8903,3.2388,42.8000,3.1643,0.0903,-0.0062
3248.5399,42.9400,3.2283,43.0000,3.1255,0.0895,-0.0131
3248.5599,43.0394,3.2073,43.0000,3.1255,0.0878,-0.0050
3248.5799,43.0892,3.1968,43.0000,3.1255,0.0870,-0.0131
3248.6199,43.1886,3.1758,43.2000,3.0866,0.0854,-0.0051
3248.6399,43.2383,3.1654,43.2000,3.0866,0.0847,-0.0129
3248.6799,43.3378,3.1444,43.4000,3.0476,0.0830,-0.0049
3248.7199,43.3875,3.1339,43.4000,3.0476,0.0823,-0.0125
3248.7399,43.4870,3.1129,43.4000,3.0476,0.0807,-0.0046
3248.7799,43.5367,3.1025,43.6000,3.0086,0.0800,-0.0121
3248.7999,43.6362,3.0815,43.6000,3.0086,0.0784,-0.0042
3248.8399,43.6859,3.0710,43.6000,3.0086,0.0777,-0.0115
3248.8599,43.7854,3.0500,43.8000,2.9696,0.0762,-0.0037
3248.8799,43.8351,3.0396,43.8000,2.9696,0.0754,-0.0111
3248.9199,43.9346,3.0186,44.0000,2.9305,0.0739,-0.0035
3248.9399,43.9843,3.0080,44.0000,2.9305,0.0731,-0.0101
3248.9799,44.0837,2.9870,44.0000,2.9305,0.0716,-0.0026
3248.9999,44.1334,2.9765,44.2000,2.8913,0.0708,-0.0094
3249.0399,44.2329,2.9554,44.2000,2.8913,0.0692,-0.0019
3249.0599,44.2826,2.9448,44.2000,2.8913,0.0684,-0.0089
3249.0999,44.3820,2.9237,44.4000,2.8521,0.0668,-0.0014
3249.1199,44.4317,2.9132,44.4000,2.8521,0.0660,-0.0084
3249.1399,44.4814,2.9026,44.4000,2.8521,0.0652,-0.0078
3249.1799,44.5807,2.8816,44.6000,2.8130,0.0636,-0.0011
3249.2199,44.6801,2.8604,44.6000,2.8130,0.0620,0.0001
3249.2399,44.7298,2.8499,44.8000,2.7738,0.0612,-0.0073
3249.2799,44.8291,2.8289,44.8000,2.7738,0.0597,-0.0007
3249.2999,44.8788,2.8184,44.8000,2.7738,0.0589,-0.0070
3249.3399,44.9285,2.8078,45.0000,2.7346,0.0581,-0.0065
3249.3599,45.0278,2.7868,45.0000,2.7346,0.0566,0.0003
3249.3999,45.0774,2.7762,45.0000,2.7346,0.0558,-0.0061
3249.4199,45.1767,2.7551,45.2000,2.6954,0.0542,0.0016
3249.4599,45.2760,2.7341,45.2000,2.6954,0.0526,0.0013
3249.4799,45.3257,2.7236,45.4000,2.6562,0.0519,-0.0056
3249.5199,45.4250,2.7027,45.4000,2.6562,0.0504,0.0009
3249.5399,45.4746,2.6922,45.4000,2.6562,0.0497,-0.0052
3249.5799,45.5242,2.6817,45.6000,2.6170,0.0489,-0.0046
3249.5999,45.6235,2.6607,45.6000,2.6170,0.0474,0.0021
3249.6399,45.6731,2.6502,45.6000,2.6170,0.0466,-0.0042
3249.6599,45.7723,2.6292,45.8000,2.5779,0.0450,0.0035
3249.6799,45.8219,2.6187,45.8000,2.5779,0.0443,-0.0041
3249.7199,45.9212,2.5977,46.0000,2.5388,0.0427,0.0033
3249.7399,45.9708,2.5873,46.0000,2.5388,0.0420,-0.0033
3249.7799,46.0700,2.5663,46.0000,2.5388,0.0404,0.0041
3249.7999,46.1196,2.5558,46.2000,2.4997,0.0396,-0.0028
3249.8399,46.2188,2.5349,46.2000,2.4997,0.0381,0.0046
3249.8599,46.2684,2.5244,46.2000,2.4997,0.0373,-0.0023
3249.8999,46.3677,2.5035,46.4000,2.4607,0.0358,0.0051
3249.9199,46.4173,2.4930,46.4000,2.4607,0.0350,-0.0017
3249.9599,46.5165,2.4721,46.6000,2.4218,0.0334,0.0056
3249.9999,46.5661,2.4616,46.6000,2.4218,0.0327,-0.0012
3250.0199,46.6654,2.4407,46.6000,2.4218,0.0311,0.0063
3250.0599,46.7647,2.4199,46.8000,2.3829,0.0296,0.0061
3250.0799,46.8143,2.4095,46.8000,2.3829,0.0288,-0.0007
3250.1199,46.9136,2.3888,47.0000,2.3441,0.0274,0.0056
3250.1399,46.9633,2.3784,47.0000,2.3441,0.0267,-0.0003
3250.1599,47.0129,2.3680,47.0000,2.3441,0.0259,0.0003
3250.1999,47.1122,2.3472,47.2000,2.3054,0.0245,0.0067
3250.2199,47.1619,2.3369,47.2000,2.3054,0.0237,0.0006
3250.2599,47.2612,2.3161,47.2000,2.3054,0.0222,0.0078
3250.2799,47.3109,2.3057,47.4000,2.2667,0.0214,0.0010
3250.3199,47.4103,2.2850,47.4000,2.2667,0.0199,0.0084
3250.3399,47.4600,2.2746,47.4000,2.2667,0.0191,0.0016
3250.3799,47.5594,2.2539,47.6000,2.2282,0.0176,0.0088
3250.3999,47.6091,2.2436,47.6000,2.2282,0.0169,0.0021
3250.4399,47.7085,2.2229,47.8000,2.1897,0.0154,0.0091
3250.4599,47.7582,2.2126,47.8000,2.1897,0.0146,0.0027
3250.4999,47.8577,2.1920,47.8000,2.1897,0.0131,0.0097
3250.5199,47.9074,2.1817,48.0000,2.1514,0.0124,0.0030
3250.5599,48.0069,2.1611,48.0000,2.1514,0.0108,0.0103
3250.5999,48.0566,2.1508,48.0000,2.1514,0.0101,0.0035
3250.6199,48.1561,2.1303,48.2000,2.1132,0.0086,0.0108
3250.6599,48.2557,2.1098,48.2000,2.1132,0.0071,0.0105
3250.6799,48.3054,2.0996,48.4000,2.0751,0.0064,0.0039
3250.6999,48.3552,2.0894,48.4000,2.0751,0.0057,0.0041
3250.7399,48.4548,2.0691,48.4000,2.0751,0.0043,0.0104
3250.7799,48.5046,2.0589,48.6000,2.0372,0.0036,0.0046
3250.7999,48.6042,2.0385,48.6000,2.0372,0.0021,0.0121
3250.8399,48.7038,2.0182,48.8000,1.9994,0.0007,0.0117
3250.8599,48.7536,2.0081,48.8000,1.9994,-0.0000,0.0055
3250.8999,48.8532,1.9879,48.8000,1.9994,-0.0014,0.0115
3250.9199,48.9030,1.9778,49.0000,1.9617,-0.0021,0.0057
3250.9599,49.0026,1.9576,49.0000,1.9617,-0.0035,0.0129
3250.9799,49.0524,1.9475,49.0000,1.9617,-0.0042,0.0064
3251.0199,49.1521,1.9274,49.2000,1.9242,-0.0057,0.0134
3251.0399,49.2019,1.9173,49.2000,1.9242,-0.0064,0.0071
3251.0799,49.3015,1.8972,49.4000,1.8869,-0.0079,0.0139
3251.0999,49.3513,1.8871,49.4000,1.8869,-0.0087,0.0077
3251.1399,49.4509,1.8671,49.4000,1.8869,-0.0101,0.0146
3251.1599,49.5007,1.8571,49.6000,1.8497,-0.0109,0.0080
3251.1999,49.6004,1.8371,49.6000,1.8497,-0.0124,0.0153
3251.2199,49.6502,1.8271,49.6000,1.8497,-0.0131,0.0085
3251.2599,49.7498,1.8071,49.8000,1.8127,-0.0146,0.0156
3251.2799,49.7996,1.7972,49.8000,1.8127,-0.0153,0.0091
3251.3199,49.8992,1.7773,50.0000,1.7759,-0.0168,0.0160
3251.3399,49.9490,1.7674,50.0000,1.7759,-0.0176,0.0098
3251.3799,50.0486,1.7476,50.0000,1.7759,-0.0191,0.0168
3251.3999,50.0984,1.7377,50.2000,1.7393,-0.0198,0.0101
3251.4399,50.1482,1.7278,50.2000,1.7393,-0.0206,0.0107
3251.4599,50.2478,1.7081,50.2000,1.7393,-0.0221,0.0174
3251.4799,50.2976,1.6982,50.4000,1.7029,-0.0229,0.0109
3251.5199,50.3971,1.6786,50.4000,1.7029,-0.0244,0.0184
3251.5399,50.4469,1.6688,50.4000,1.7029,-0.0252,0.0115
3251.5799,50.5465,1.6492,50.6000,1.6667,-0.0267,0.0186
3251.5999,50.5963,1.6394,50.6000,1.6667,-0.0275,0.0121
3251.6399,50.6958,1.6200,50.8000,1.6307,-0.0289,0.0189
3251.6599,50.7456,1.6102,50.8000,1.6307,-0.0297,0.0127
3251.6999,50.8452,1.5908,50.8000,1.6307,-0.0312,0.0195
3251.7199,50.8950,1.5812,51.0000,1.5949,-0.0320,0.0129
3251.7599,50.9945,1.5619,51.0000,1.5949,-0.0335,0.0203
3251.7799,51.0443,1.5523,51.0000,1.5949,-0.0342,0.0129
3251.8199,51.1439,1.5331,51.2000,1.5594,-0.0356,0.0199
3251.8399,51.1937,1.5235,51.2000,1.5594,-0.0364,0.0138
3251.8799,51.2933,1.5044,51.2000,1.5594,-0.0378,0.0206
3251.8999,51.3431,1.4949,51.4000,1.5241,-0.0386,0.0147
3251.9399,51.4427,1.4758,51.4000,1.5241,-0.0401,0.0215
3251.9599,51.4925,1.4663,51.4000,1.5241,-0.0408,0.0148
3251.9999,51.5921,1.4474,51.6000,1.4890,-0.0424,0.0222
3252.0199,51.6419,1.4379,51.6000,1.4890,-0.0431,0.0155
3252.0599,51.7416,1.4190,51.8000,1.4542,-0.0446,0.0225
3252.0799,51.7914,1.4096,51.8000,1.4542,-0.0454,0.0161
3252.1199,51.8910,1.3909,51.8000,1.4542,-0.0468,0.0227
3252.1399,51.9409,1.3815,52.0000,1.4196,-0.0476,0.0168
3252.1799,52.0406,1.3628,52.0000,1.4196,-0.0491,0.0234
3252.1999,52.0904,1.3535,52.0000,1.4196,-0.0498,0.0163
3252.2399,52.1902,1.3350,52.2000,1.3853,-0.0513,0.0238
3252.2599,52.2401,1.3258,52.2000,1.3853,-0.0520,0.0173
3252.2999,52.3398,1.3073,52.4000,1.3513,-0.0534,0.0243
3252.3199,52.3897,1.2981,52.4000,1.3513,-0.0542,0.0180
3252.3599,52.4895,1.2797,52.4000,1.3513,-0.0556,0.0244
3252.3799,52.5395,1.2705,52.6000,1.3175,-0.0564,0.0187
3252.4199,52.6393,1.2523,52.6000,1.3175,-0.0579,0.0253
3252.4399,52.6892,1.2432,52.6000,1.3175,-0.0586,0.0187
3252.4799,52.7891,1.2250,52.8000,1.2841,-0.0601,0.0260
3252.4999,52.8391,1.2159,52.8000,1.2841,-0.0608,0.0194
3252.5399,52.9390,1.1979,53.0000,1.2509,-0.0622,0.0262
3252.5599,52.9890,1.1889,53.0000,1.2509,-0.0630,0.0200
3252.5999,53.0889,1.1709,53.0000,1.2509,-0.0644,0.0263
3252.6199,53.1389,1.1620,53.2000,1.2180,-0.0651,0.0206
3252.6599,53.2389,1.1442,53.2000,1.2180,-0.0666,0.0271
3252.6799,53.2889,1.1353,53.2000,1.2180,-0.0673,0.0206
3252.7199,53.3890,1.1176,53.4000,1.1854,-0.0688,0.0278
3252.7399,53.4390,1.1087,53.4000,1.1854,-0.0695,0.0214
3252.7799,53.5391,1.0911,53.6000,1.1531,-0.0709,0.0281
3252.7999,53.5891,1.0823,53.6000,1.1531,-0.0716,0.0219
3252.8399,53.6892,1.0649,53.8000,1.1212,-0.0730,0.0281
3252.8599,53.7393,1.0561,53.8000,1.1212,-0.0738,0.0226
3252.8999,53.8394,1.0388,53.8000,1.1212,-0.0752,0.0290
3252.9199,53.8895,1.0301,54.0000,1.0895,-0.0759,0.0225
3252.9399,53.9395,1.0215,54.0000,1.0895,-0.0766,0.0234
3252.9799,54.0397,1.0043,54.0000,1.0895,-0.0780,0.0294
3253.0199,54.1399,0.9871,54.2000,1.0582,-0.0795,0.0304
3253.0399,54.1900,0.9786,54.2000,1.0582,-0.0802,0.0236
3253.0799,54.2902,0.9617,54.4000,1.0272,-0.0815,0.0293
3253.0999,54.3403,0.9533,54.4000,1.0272,-0.0822,0.0244
3253.1399,54.4406,0.9364,54.4000,1.0272,-0.0836,0.0306
3253.1599,54.4907,0.9280,54.6000,0.9966,-0.0843,0.0244
3253.1799,54.5408,0.9196,54.6000,0.9966,-0.0850,0.0253
3253.2199,54.6410,0.9030,54.6000,0.9966,-0.0864,0.0312
3253.2399,54.6912,0.8947,54.8000,0.9663,-0.0871,0.0252
3253.2799,54.7914,0.8781,54.8000,0.9663,-0.0885,0.0323
3253.2999,54.8415,0.8699,54.8000,0.9663,-0.0892,0.0258
3253.3399,54.9418,0.8534,55.0000,0.9363,-0.0906,0.0324
3253.3599,54.9919,0.8453,55.0000,0.9363,-0.0913,0.0265
3253.3999,55.0922,0.8290,55.2000,0.9068,-0.0926,0.0325
3253.4199,55.1423,0.8209,55.2000,0.9068,-0.0934,0.0272
3253.4599,55.2425,0.8047,55.2000,0.9068,-0.0947,0.0332
3253.4799,55.2927,0.7967,55.4000,0.8775,-0.0954,0.0272
3253.5199,55.3929,0.7807,55.4000,0.8775,-0.0968,0.0341
3253.5399,55.4431,0.7727,55.4000,0.8775,-0.0975,0.0277
3253.5799,55.5433,0.7569,55.6000,0.8487,-0.0989,0.0343
3253.6199,55.5934,0.7491,55.6000,0.8487,-0.0995,0.0279
3253.6399,55.6937,0.7334,55.8000,0.8202,-0.1008,0.0340
3253.6599,55.7438,0.7256,55.8000,0.8202,-0.1015,0.0285
3253.6999,55.8441,0.7101,55.8000,0.8202,-0.1028,0.0346
3253.7199,55.8942,0.7024,56.0000,0.7921,-0.1034,0.0289
3253.7599,55.9945,0.6870,56.0000,0.7921,-0.1048,0.0357
3253.7799,56.0446,0.6794,56.0000,0.7921,-0.1055,0.0295
3253.8199,56.1449,0.6641,56.2000,0.7644,-0.1068,0.0360
3253.8399,56.1950,0.6565,56.2000,0.7644,-0.1075,0.0302
3253.8799,56.2953,0.6414,56.4000,0.7370,-0.1088,0.0360
3253.8999,56.3454,0.6339,56.4000,0.7370,-0.1095,0.0309
3253.9399,56.4457,0.6190,56.4000,0.7370,-0.1108,0.0367
3253.9599,56.4959,0.6116,56.6000,0.7101,-0.1115,0.0309
3253.9999,56.5962,0.5968,56.6000,0.7101,-0.1128,0.0376
3254.0199,56.6464,0.5894,56.6000,0.7101,-0.1135,0.0314
3254.0599,56.7467,0.5748,56.8000,0.6836,-0.1148,0.0378
3254.0799,56.7969,0.5675,56.8000,0.6836,-0.1155,0.0321
3254.1199,56.8972,0.5530,57.0000,0.6575,-0.1168,0.0378
3254.1399,56.9474,0.5458,57.0000,0.6575,-0.1175,0.0328
3254.1799,57.0478,0.5315,57.0000,0.6575,-0.1188,0.0384
3254.1999,57.0980,0.5244,57.2000,0.6317,-0.1194,0.0328
3254.2399,57.1984,0.5102,57.2000,0.6317,-0.1207,0.0392
3254.2599,57.2486,0.5032,57.2000,0.6317,-0.1214,0.0332
3254.2999,57.3490,0.4892,57.4000,0.6065,-0.1227,0.0395
3254.3199,57.3993,0.4823,57.4000,0.6065,-0.1233,0.0339
3254.3599,57.4998,0.4684,57.6000,0.5816,-0.1246,0.0394
3254.3799,57.5500,0.4616,57.6000,0.5816,-0.1252,0.0345
3254.4199,57.6506,0.4479,57.6000,0.5816,-0.1265,0.0400
3254.4399,57.7009,0.4411,57.8000,0.5571,-0.1271,0.0345
3254.4799,57.7511,0.4344,57.8000,0.5571,-0.1278,0.0352
3254.4999,57.8517,0.4209,57.8000,0.5571,-0.1290,0.0404
3254.5199,57.9020,0.4142,58.0000,0.5331,-0.1296,0.0352
3254.5599,58.0027,0.4010,58.0000,0.5331,-0.1309,0.0413
3254.5799,58.0530,0.3944,58.0000,0.5331,-0.1315,0.0355
3254.6199,58.1537,0.3813,58.2000,0.5095,-0.1328,0.0415
3254.6399,58.2040,0.3748,58.2000,0.5095,-0.1334,0.0360
3254.6799,58.3047,0.3619,58.4000,0.4864,-0.1346,0.0413
3254.6999,58.3551,0.3554,58.4000,0.4864,-0.1352,0.0366
3254.7399,58.4559,0.3427,58.4000,0.4864,-0.1364,0.0417
3254.7599,58.5063,0.3364,58.6000,0.4637,-0.1370,0.0366
3254.7999,58.6070,0.3238,58.6000,0.4637,-0.1383,0.0426
3254.8199,58.6575,0.3175,58.6000,0.4637,-0.1388,0.0368
3254.8599,58.7583,0.3051,58.8000,0.4415,-0.1401,0.0428
3254.8799,58.8087,0.2990,58.8000,0.4415,-0.1407,0.0374
3254.9199,58.9096,0.2868,59.0000,0.4197,-0.1418,0.0426
3254.9399,58.9600,0.2807,59.0000,0.4197,-0.1425,0.0381
3254.9799,59.0105,0.2746,59.0000,0.4197,-0.1431,0.0380
3254.9999,59.1114,0.2627,59.2000,0.3983,-0.1442,0.0430
3255.0399,59.2123,0.2508,59.2000,0.3983,-0.1454,0.0441
3255.0599,59.2628,0.2449,59.2000,0.3983,-0.1460,0.0380
3255.0799,59.3133,0.2391,59.4000,0.3775,-0.1465,0.0383
3255.1199,59.4142,0.2275,59.4000,0.3775,-0.1477,0.0437
3255.1399,59.4647,0.2218,59.4000,0.3775,-0.1482,0.0386
3255.1799,59.5657,0.2104,59.6000,0.3571,-0.1494,0.0445
